,BookTitle,BookYear,Author,FilmTitle,FilmYear,full name,tmdb_id
264,Away All Boats,1953,0,Away All Boats,1956,Away All Boats 1956,80775
265,An Awfully Big Adventure,1989,Beryl Bainbridge,An Awfully Big Adventure,1995,An Awfully Big Adventure 1995,22279
266,The Ax,1997,Donald E. Westlake,Le Couperet,2005,Le Couperet 2005,0
267,Ayat-Ayat Cinta,2005,0,Ayat-Ayat Cinta,2008,Ayat-Ayat Cinta 2008,0
268,Baby Love,1968,0,Baby Love,1968,Baby Love 1968,26768
269,Babylon Babies,1999,Maurice Georges Dantec,Babylon A.D.,2008,Babylon A.D. 2008,9381
270,Back Street,1931,Fannie Hurst,Back Street,1932,Back Street 1932,109197
271,Back Street,1931,Fannie Hurst,Back Street,1941,Back Street 1941,109016
272,Back Street,1931,Fannie Hurst,Back Street,1961,Back Street 1961,43017
273,Back When We Were Grownups,2001,Anne Tyler,Back When We Were Grownups,2004,Back When We Were Grownups 2004,125301
274,Background to Danger,0,Eric Ambler,Background to Danger,1943,Background to Danger 1943,34944
275,Bad Girl,1928,Viña Delmar,Bad Girl,1931,Bad Girl 1931,84299
276,The Bad Seed,1954,Maxwell Anderson,The Bad Seed,1956,The Bad Seed 1956,42196
277,The Bad Seed,1954,Maxwell Anderson,The Bad Seed,1985,The Bad Seed 1985,123075
278,The Bad Seed,1954,Maxwell Anderson,The Bad Seed,2013,The Bad Seed 2013,0
279,Baise-moi,1999,Virginie Despentes,Baise-moi,2000,Baise-moi 2000,3134
280,The Bait,1968,Dorothy Uhnak,The Bait,1973,The Bait 1973,252914
281,The Ballad of Cat Ballou,1956,0,Cat Ballou,1965,Cat Ballou 1965,11694
282,The Ballad of the Flim-Flam Man,1965,0,The Flim-Flam Man,1967,The Flim-Flam Man 1967,42407
283,The Ballad of the Running Man,1963,0,The Running Man,1963,The Running Man 1963,144299
284,Balzac et la petite tailleuse chinoise,2000,Dai Sijie,Balzac and the Little Chinese Seamstress,2002,Balzac and the Little Chinese Seamstress 2002,2111
285,Band of Angels,1955,Robert Penn Warren,Band of Angels,1957,Band of Angels 1957,37311
286,Bank Shot,1972,Donald E. Westlake,Bank Shot,1974,Bank Shot 1974,0
287,Banner in the Sky,1900,James Ramsey Ullman,Third Man on the Mountain,1959,Third Man on the Mountain 1959,64867
288,The Barefoot Mailman,1943,Theodore Pratt,The Barefoot Mailman,1951,The Barefoot Mailman 1951,269253
289,Basil of Baker Street,1958,Eve Titus,The Great Mouse Detective,1986,The Great Mouse Detective 1986,9994
290,Bastard Out of Carolina,1992,Dorothy Allison,Bastard Out of Carolina,1996,Bastard Out of Carolina 1996,41240
291,Battle Cry,1953,Leon Uris,Battle Cry,1955,Battle Cry 1955,51426
292,The Battle of the Villa Fiorita,1963,Rumer Godden,The Battle of the Villa Fiorita,1965,The Battle of the Villa Fiorita 1965,236570
293,Battle Royale,1999,Koushun Takami,Battle Royale,2000,Battle Royale 2000,3176
294,Battle Royale,1999,Koushun Takami,Battle Royale II: Requiem,2003,Battle Royale II: Requiem 2003,3177
295,Battlefield Earth,1982,L. Ron Hubbard,Battlefield Earth,2000,Battlefield Earth 2000,5491
296,Be Cool,1999,Elmore Leonard,Be Cool,2005,Be Cool 2005,4551
297,Be Ready with Bells and Drums,1961,Elizabeth Kata,A Patch of Blue,1965,A Patch of Blue 1965,33364
298,"Be Still, My Love",1947,0,The Accused,1949,The Accused 1949,29846
299,The Beach,1996,Alex Garland,The Beach,2000,The Beach 2000,1907
300,Beaches,1985,Iris Rainer Dart,Beaches,1988,Beaches 1988,15592
301,The Beardless Warriors,1960,Richard Matheson,The Young Warriors,1967,The Young Warriors 1967,0
302,The Beast,1991,Peter Benchley,The Beast,1996,The Beast 1996,0
303,The Beast Master,1959,Andre Norton,The Beastmaster,1982,The Beastmaster 1982,16441
304,The Beast Master,1959,Andre Norton,Beastmaster 2: Through the Portal of Time,1991,Beastmaster 2: Through the Portal of Time 1991,27549
305,The Beast Master,1959,Andre Norton,Beastmaster III: The Eye of Braxus,1996,Beastmaster III: The Eye of Braxus 1996,36291
306,The Beast Must Die,1938,Cecil Day-Lewis,La Bestia debe morir,1952,La Bestia debe morir 1952,0
307,The Beast Must Die,1938,Cecil Day-Lewis,Que la bête meure,0,Que la bête meure 0,0
308,The Beast Must Die,1938,Cecil Day-Lewis,The Beast Must Die,1969,The Beast Must Die 1969,0
309,The Beast Must Die,1938,Cecil Day-Lewis,This Man Must Die,0,This Man Must Die 0,0
310,The Beast Within,1981,Edward Levy,The Beast Within,1982,The Beast Within 1982,40219
311,Beat the Devil,1951,Claud Cockburn,Beat the Devil,1953,Beat the Devil 1953,22733
312,Beau Brocade,1907,Baroness Emmuska Orczy,Beau Brocade,1916,Beau Brocade 1916,0
313,Beau Geste,1924,P. C. Wren,Beau Geste,1926,Beau Geste 1926,189621
314,Beau Geste,1924,P. C. Wren,Beau Hunks,1931,Beau Hunks 1931,48755
315,Beau Geste,1924,P. C. Wren,Beau Geste,1939,Beau Geste 1939,36851
316,Beau Geste,1924,P. C. Wren,Beau Geste,1966,Beau Geste 1966,250477
317,Beau Geste,1924,P. C. Wren,Follow That Camel,1967,Follow That Camel 1967,0
318,Beau Geste,1924,P. C. Wren,The Last Remake of Beau Geste,1977,The Last Remake of Beau Geste 1977,55628
319,Beau Geste,1924,P. C. Wren,Beau Geste,1982,Beau Geste 1982,0
320,Beautiful Creatures,2009,0,Beautiful Creatures,2013,Beautiful Creatures 2013,109491
321,Bedelia,1945,Vera Caspary,Bedelia,1946,Bedelia 1946,39455
322,Bee Season,2000,Myla Goldberg,Bee Season,2005,Bee Season 2005,24618
323,Beer and Blood: The Story of a Couple o' Wrong Guys,1930,John Bright,The Public Enemy,1931,The Public Enemy 1931,17687
324,Before the Fact,1932,Anthony Berkeley,Suspicion,1941,Suspicion 1941,11462
325,Behind That Curtain,1928,Earl Derr Biggers,Behind That Curtain,1929,Behind That Curtain 1929,47571
326,Being There,1971,Jerzy Kosinski,Being There,1979,Being There 1979,10322
327,Bel Ami,1885,Guy de Maupassant,Bel Ami,1939,Bel Ami 1939,263528
328,Bel Ami,1885,Guy de Maupassant,The Private Affairs of Bel Ami,1947,The Private Affairs of Bel Ami 1947,118536
329,Bel Ami,1885,Guy de Maupassant,Bel Ami,2005,Bel Ami 2005,0
330,Bel Ami,1885,Guy de Maupassant,Bel Ami,2012,Bel Ami 2012,86467
331,Belle de Jour,1928,Joseph Kessel,Belle de Jour,1967,Belle de Jour 1967,0
332,Belli Moda,1961,Anasuya Shankar,Belli Moda,1966,Belli Moda 1966,306438
333,Bellman and True,1975,0,Bellman and True,1987,Bellman and True 1987,146465
334,Bellman and True,1975,0,The Real McCoy,1993,The Real McCoy 1993,2047
335,Beloved,1987,Toni Morrison,Beloved,1998,Beloved 1998,39437
336,Belphégor,1927,Arthur Bernède,Belphégor - Le fantôme du Louvre,2001,Belphégor - Le fantôme du Louvre 2001,0
337,Ben-Hur: A Tale of the Christ,1880,Lew Wallace,Ben Hur,1907,Ben Hur 1907,113260
338,Ben-Hur: A Tale of the Christ,1880,Lew Wallace,Ben-Hur,1925,Ben-Hur 1925,0
339,Ben-Hur: A Tale of the Christ,1880,Lew Wallace,Ben-Hur,1959,Ben-Hur 1959,665
340,Ben-Hur: A Tale of the Christ,1880,Lew Wallace,Ben Hur,2003,Ben Hur 2003,64609
341,Ben-Hur: A Tale of the Christ,1880,Lew Wallace,Ben Hur,2010,Ben Hur 2010,0
342,Benjamin Blake,1941,Edison Marshall,Son of Fury: The Story of Benjamin Blake,1942,Son of Fury: The Story of Benjamin Blake 1942,44530
343,Benjamin Blake,1941,Edison Marshall,Treasure of the Golden Condor,1953,Treasure of the Golden Condor 1953,245222
344,Benzina,1998,0,Gasoline,2001,Gasoline 2001,12800
345,Beowulf,0,unknown,Beowulf,2007,Beowulf 2007,2310
346,Berlin Alexanderplatz,1929,Alfred Döblin,Berlin — Alexanderplatz,1931,Berlin — Alexanderplatz 1931,0
347,Berlin Alexanderplatz,1929,Alfred Döblin,Berlin Alexanderplatz,1980,Berlin Alexanderplatz 1980,45560
348,La bestia nel cuore,2003,Cristina Comencini,La bestia nel cuore,0,La bestia nel cuore 0,0
349,La bestia nel cuore,2003,Cristina Comencini,The Beast in the Heart,2005,The Beast in the Heart 2005,0
350,La bestia nel cuore,2003,Cristina Comencini,Don't Tell,0,Don't Tell 0,0
351,La Bête humaine,1890,Émile Zola,Die Bestie im Menschen,1920,Die Bestie im Menschen 1920,0
352,La Bête humaine,1890,Émile Zola,La Bête Humaine,1938,La Bête Humaine 1938,29415
353,La Bête humaine,1890,Émile Zola,Human Desire,1954,Human Desire 1954,21564
354,La Bête humaine,1890,Émile Zola,La Bestia humana,1954,La Bestia humana 1954,0
355,La Bête humaine,1890,Émile Zola,Cruel Train,1995,Cruel Train 1995,0
356,The Betsy,1971,Harold Robbins,The Betsy,1978,The Betsy 1978,58628
357,Beyond the Forest: The Story of a Man and Woman Destroyed by Love,1948,0,Beyond the Forest,1949,Beyond the Forest 1949,35896
358,Beyond This Place,1953,A. J. Cronin,Beyond This Place,1955,Beyond This Place 1955,0
359,Beyond This Place,1953,A. J. Cronin,Beyond This Place,1957,Beyond This Place 1957,0
360,Beyond This Place,1953,A. J. Cronin,Kala Pani,1958,Kala Pani 1958,0
361,Beyond This Place,1953,A. J. Cronin,Web of Evidence,1959,Web of Evidence 1959,129163
362,Beyond This Place,1953,A. J. Cronin,Poola Rangadu,1967,Poola Rangadu 1967,0
363,The BFG,1982,Roald Dahl,The BFG,1989,The BFG 1989,15433
364,The BFG,1982,Roald Dahl,The BFG,2016,The BFG 2016,267935
365,Bhowani Junction,1954,John Masters,Bhowani Junction,1956,Bhowani Junction 1956,81699
366,Bid Time Return,1975,Richard Matheson,Somewhere in Time,1980,Somewhere in Time 1980,16633
367,The Beginning and the End,1960,Naguib Mahfouz,Bidaya wa Nihaya,1960,Bidaya wa Nihaya 1960,0
368,The Big Bounce,1966,Elmore Leonard,The Big Bounce,1969,The Big Bounce 1969,110528
369,The Big Bounce,1966,Elmore Leonard,The Big Bounce,2004,The Big Bounce 2004,12634
370,The Big Clock,1946,Kenneth Fearing,The Big Clock,1948,The Big Clock 1948,19974
371,The Big Clock,1946,Kenneth Fearing,No Way Out,1987,No Way Out 1987,10083
372,Big Fish: A Novel of Mythic Proportions,1998,Daniel Wallace,Big Fish,2003,Big Fish 2003,587
373,The Big Fisherman,1948,Lloyd C. Douglas,The Big Fisherman,1959,The Big Fisherman 1959,193733
374,The Big Heat,1952,William P. McGivern,The Big Heat,1953,The Big Heat 1953,14580
375,Big Red,1945,Jim Kjelgaard,Big Red,1962,Big Red 1962,61871
376,The Big Sleep,1939,Raymond Chandler,The Big Sleep,1946,The Big Sleep 1946,910
377,The Big Sleep,1939,Raymond Chandler,The Big Sleep,1978,The Big Sleep 1978,1815
378,The Big Sleep,1939,Raymond Chandler,The Big Lebowski,1998,The Big Lebowski 1998,0
379,Big Trouble,1999,Dave Barry,Big Trouble,2002,Big Trouble 2002,2185
380,Biggles,1932,W. E. Johns,Biggles: Adventures in Time,1986,Biggles: Adventures in Time 1986,0
381,Biggles,1932,W. E. Johns,It Couldn't Happen Here,1988,It Couldn't Happen Here 1988,30580
382,Billion-Dollar Brain,1966,Len Deighton,Billion Dollar Brain,1967,Billion Dollar Brain 1967,4889
383,Billy Bathgate,1989,E. L. Doctorow,Billy Bathgate,1991,Billy Bathgate 1991,12647
384,Billy Liar,1969,Keith Waterhouse,Billy Liar,1963,Billy Liar 1963,26535
385,Birdy,1978,William Wharton,Birdy,1984,Birdy 1984,11296
386,The Bishop's Wife,1928,Robert Nathan,The Bishop's Wife,1947,The Bishop's Wife 1947,19490
387,Biruma no tategoto,0,Michio Takeyama,Biruma no tategoto,0,Biruma no tategoto 0,0
388,Biruma no tategoto,0,Michio Takeyama,The Burmese Harp,1956,The Burmese Harp 1956,33319
389,Biruma no tategoto,0,Michio Takeyama,Biruma no tatekoto,0,Biruma no tatekoto 0,0
390,Biruma no tategoto,0,Michio Takeyama,The Burmese Harp,1985,The Burmese Harp 1985,385221
391,The Bitch,1979,Jackie Collins,The Bitch,1979,The Bitch 1979,50672
392,"[[Pascal Bruckner#Works - Lunes de fiel: roman, Seuil, 1981, .mw-parser-output cite.citation{font-style:inherit}.mw-parser-output .citation q{quotes:""\""""""\""""""'""""'""}.mw-parser-output .citation .cs1-lock-free a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Lock-green.svg/9px-Lock-green.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .citation .cs1-lock-limited a,.mw-parser-output .citation .cs1-lock-registration a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Lock-gray-alt-2.svg/9px-Lock-gray-alt-2.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .citation .cs1-lock-subscription a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Lock-red-alt-2.svg/9px-Lock-red-alt-2.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .cs1-subscription,.mw-parser-output .cs1-registration{color:#555}.mw-parser-output .cs1-subscription span,.mw-parser-output .cs1-registration span{border-bottom:1px dotted;cursor:help}.mw-parser-output .cs1-ws-icon a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/12px-Wikisource-logo.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output code.cs1-code{color:inherit;background:inherit;border:inherit;padding:inherit}.mw-parser-output .cs1-hidden-error{display:none;font-size:100%}.mw-parser-output .cs1-visible-error{font-size:100%}.mw-parser-output .cs1-maint{display:none;color:#33aa33;margin-left:0.3em}.mw-parser-output .cs1-subscription,.mw-parser-output .cs1-registration,.mw-parser-output .cs1-format{font-size:95%}.mw-parser-output .cs1-kern-left,.mw-parser-output .cs1-kern-wl-left{padding-left:0.2em}.mw-parser-output .cs1-kern-right,.mw-parser-output .cs1-kern-wl-right{padding-right:0.2em}ISBN 978-2-02-005856-8|Bitter Moon]]",1981,Pascal Bruckner,Bitter Moon,1992,Bitter Moon 1992,10497
393,Lunes de fiel,1981,Pascal Bruckner,Bitter Moon,1992,Bitter Moon 1992,10497
394,The Bitter Tea of General Yen,1932,Grace Zaring Stone,The Bitter Tea of General Yen,1933,The Bitter Tea of General Yen 1933,34187
395,Black Alibi,1942,Cornell Woolrich,The Leopard Man,1943,The Leopard Man 1943,28438
396,The Black Angel,1943,Cornell Woolrich,Black Angel,1946,Black Angel 1946,20298
397,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,The Black Arrow,1911,The Black Arrow 1911,0
398,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,The Black Arrow,1943,The Black Arrow 1943,0
399,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,The Black Arrow,1973,The Black Arrow 1973,0
400,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,Black Arrow,1985,Black Arrow 1985,315357
401,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,Chyornaya strela,0,Chyornaya strela 0,0
402,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,The Black Arrow,1987,The Black Arrow 1987,0
403,The Black Arrow: A Tale of the Two Roses,1888,Robert Louis Stevenson,The Black Arrow,1988,The Black Arrow 1988,149612
404,Black Beauty,1877,Anna Sewell,Black Beauty,1921,Black Beauty 1921,580237
405,Black Beauty,1877,Anna Sewell,Black Beauty,1933,Black Beauty 1933,520703
406,Black Beauty,1877,Anna Sewell,Black Beauty,1946,Black Beauty 1946,254138
407,Black Beauty,1877,Anna Sewell,Courage of Black Beauty,1958,Courage of Black Beauty 1958,0
408,Black Beauty,1877,Anna Sewell,Black Beauty,1971,Black Beauty 1971,28356
409,Black Beauty,1877,Anna Sewell,Black Beauty,1978,Black Beauty 1978,472260
410,Black Beauty,1877,Anna Sewell,Black Beauty,1994,Black Beauty 1994,14522
411,Black Beauty,1877,Anna Sewell,Black Beauty,1995,Black Beauty 1995,83300
412,The Black Camel,1929,Earl Derr Biggers,The Black Camel,1931,The Black Camel 1931,0
413,The Black Curtain,1941,Cornell Woolrich,Street of Chance,1942,Street of Chance 1942,42061
414,The Black Dahlia,1987,James Ellroy,The Black Dahlia,2006,The Black Dahlia 2006,9676
415,Black Narcissus,1939,Rumer Godden,Black Narcissus,1947,Black Narcissus 1947,16391
416,The Black Path of Fear,1944,Cornell Woolrich,The Chase,1946,The Chase 1946,29100
417,The Black Rose,1945,Thomas B. Costain,The Black Rose,1950,The Black Rose 1950,44398
418,The Black Stallion,1989,0,The Black Stallion,1979,The Black Stallion 1979,17264
419,The Black Stallion,1989,0,The Black Stallion,1979,The Black Stallion 1979,17264
420,The Black Stallion,1989,0,The Black Stallion Returns,1983,The Black Stallion Returns 1983,24883
421,The Black Stallion,1989,0,The Young Black Stallion,2003,The Young Black Stallion 2003,0
422,Black Sunday,1971,Thomas Harris,Black Sunday,1977,Black Sunday 1977,50374
423,The Blackboard Jungle,1954,Evan Hunter,Blackboard Jungle,1955,Blackboard Jungle 1955,26516
424,Blackbeard's Ghost,1965,Ben Stahl,Blackbeard's Ghost,1968,Blackbeard's Ghost 1968,16249
425,The Blank Wall,1947,Elisabeth Sanxay Holding,The Reckless Moment,1949,The Reckless Moment 1949,28007
426,The Blank Wall,1947,Elisabeth Sanxay Holding,The Deep End,2001,The Deep End 2001,24936
427,Blaze of Noon,1946,Ernest K. Gann,Blaze of Noon,1947,Blaze of Noon 1947,242538
428,Le Blé en herbe,1923,Colette,Le Blé en herbe,1954,Le Blé en herbe 1954,0
429,Le Blé en herbe,1923,Colette,Le Blé en herbe,1990,Le Blé en herbe 1990,0
430,Bleak House,1852,Charles Dickens,Bleak House,1920,Bleak House 1920,0
431,Bleak House,1852,Charles Dickens,Bleak House,1922,Bleak House 1922,0
432,Bleak House,1852,Charles Dickens,Bleak House,1927,Bleak House 1927,0
433,Bleak House,1852,Charles Dickens,Bleak House,1959,Bleak House 1959,0
434,Bleak House,1852,Charles Dickens,Bleak House,1985,Bleak House 1985,0
435,Bleak House,1852,Charles Dickens,Bleak House,2005,Bleak House 2005,0
436,Bless the Beasts and Children,1970,Glendon Swarthout,Bless the Beasts & Children,1971,Bless the Beasts & Children 1971,94225
437,Bless the Child,1993,0,Bless the Child,2000,Bless the Child 2000,0
438,The Blessing,1951,Nancy Mitford,Count Your Blessings,1959,Count Your Blessings 1959,166672
439,Blood and Chocolate,1997,Annette Curtis Klause,Blood & Chocolate,2007,Blood & Chocolate 2007,0
440,Blood Brother,1947,Elliott Arnold,Broken Arrow,1950,Broken Arrow 1950,37292
441,Blood on the Moon,0,Luke Short,Blood on the Moon,1948,Blood on the Moon 1948,29966
442,Blood on the Moon,1984,James Ellroy,Cop,1988,Cop 1988,31701
443,The Blood Oranges,1970,John Hawkes,The Blood Oranges,1997,The Blood Oranges 1997,0
444,Blood Work,1998,Michael Connelly,Blood Work,2002,Blood Work 2002,9573
445,Blue Fin,1969,Colin Thiele,Blue Fin,1978,Blue Fin 1978,90572
446,The Blue Lagoon,1908,Henry De Vere Stacpoole,The Blue Lagoon,1923,The Blue Lagoon 1923,505759
447,The Blue Lagoon,1908,Henry De Vere Stacpoole,The Blue Lagoon,1949,The Blue Lagoon 1949,228074
448,The Blue Lagoon,1908,Henry De Vere Stacpoole,The Blue Lagoon,1980,The Blue Lagoon 1980,5689
449,Blueprint,1999,0,Blueprint,2003,Blueprint 2003,7550
450,The Body,1983,Richard Sapir,The Body,2001,The Body 2001,28308
451,The Body Snatchers,1955,Jack Finney,Invasion of the Body Snatchers,1956,Invasion of the Body Snatchers 1956,11549
452,The Body Snatchers,1955,Jack Finney,Invasion of the Body Snatchers,1978,Invasion of the Body Snatchers 1978,11850
453,The Body Snatchers,1955,Jack Finney,Body Snatchers,1993,Body Snatchers 1993,4722
454,The Body Snatchers,1955,Jack Finney,The Invasion,2007,The Invasion 2007,4858
455,The Body Snatchers,1955,Jack Finney,Invasion of the Pod People,2007,Invasion of the Pod People 2007,76666
456,Bombaiyer Bombete,1976,Satyajit Ray,Bombaiyer Bombete,2003,Bombaiyer Bombete 2003,244540
457,The Bonfire of the Vanities,1987,Tom Wolfe,The Bonfire of the Vanities,1990,The Bonfire of the Vanities 1990,9586
458,Bonjour Tristesse,1954,Françoise Sagan,Bonjour Tristesse,1958,Bonjour Tristesse 1958,1937
